38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
07:00:40.0 (439544)|USER_INFO|[EXTERNAL]|005m0000002GNhO|dscruggs@salesforce.com.rfadev13|Pacific Standard Time|GMT-07:00
07:00:40.0 (475349)|EXECUTION_STARTED
07:00:40.0 (483045)|CODE_UNIT_STARTED|[EXTERNAL]|aura
07:00:40.0 (982219)|HEAP_ALLOCATE|[72]|Bytes:3
07:00:40.0 (1049555)|HEAP_ALLOCATE|[77]|Bytes:152
07:00:40.0 (1071403)|HEAP_ALLOCATE|[342]|Bytes:408
07:00:40.0 (1090204)|HEAP_ALLOCATE|[355]|Bytes:408
07:00:40.0 (1107504)|HEAP_ALLOCATE|[467]|Bytes:48
07:00:40.0 (1138004)|HEAP_ALLOCATE|[139]|Bytes:6
07:00:40.0 (1164764)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
07:00:40.0 (1183238)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
07:00:40.0 (3397436)|CODE_UNIT_STARTED|[EXTERNAL]|01pm0000000EXpe|PowerRelatedListCtrl.describe
07:00:40.0 (3508607)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
07:00:40.0 (3514854)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:21
07:00:40.0 (3517504)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:27
07:00:40.0 (3529333)|METHOD_ENTRY|[1]|01pm0000000EXpe|PowerRelatedListCtrl.PowerRelatedListCtrl()
07:00:40.0 (3532825)|STATEMENT_EXECUTE|[1]
07:00:40.0 (3538091)|STATEMENT_EXECUTE|[1]
07:00:40.0 (3579157)|HEAP_ALLOCATE|[50]|Bytes:5
07:00:40.0 (3608157)|HEAP_ALLOCATE|[56]|Bytes:5
07:00:40.0 (3617661)|HEAP_ALLOCATE|[64]|Bytes:7
07:00:40.0 (3643560)|SYSTEM_MODE_ENTER|false
07:00:40.0 (3666927)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
07:00:40.0 (3671484)|STATEMENT_EXECUTE|[219]
07:00:40.0 (3679173)|SYSTEM_MODE_EXIT|false
07:00:40.0 (3687368)|METHOD_EXIT|[1]|PowerRelatedListCtrl
07:00:40.0 (3692190)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
07:00:40.0 (3697628)|SYSTEM_MODE_ENTER|false
07:00:40.0 (3709483)|VARIABLE_SCOPE_BEGIN|[16]|objtype|String|false|false
07:00:40.0 (3739879)|VARIABLE_ASSIGNMENT|[16]|objtype|"ITPR__c"
07:00:40.0 (3757098)|HEAP_ALLOCATE|[17]|Bytes:5
07:00:40.0 (3761705)|STATEMENT_EXECUTE|[16]
07:00:40.0 (3763202)|STATEMENT_EXECUTE|[17]
07:00:40.0 (64822181)|HEAP_ALLOCATE|[17]|Bytes:2148
07:00:40.0 (64879756)|VARIABLE_SCOPE_BEGIN|[17]|targetType|Schema.SObjectType|true|false
07:00:40.0 (65013197)|VARIABLE_ASSIGNMENT|[17]|targetType|"common.apex.runtime.impl.ApexSObjectTypeToken@39bfe66e"|0x39bfe66e
07:00:40.0 (65021350)|STATEMENT_EXECUTE|[18]
07:00:40.0 (65023271)|STATEMENT_EXECUTE|[22]
07:00:40.0 (65386841)|HEAP_ALLOCATE|[22]|Bytes:4
07:00:40.0 (65430954)|VARIABLE_SCOPE_BEGIN|[22]|sobjResult|Schema.DescribeSObjectResult|true|false
07:00:40.0 (65511556)|VARIABLE_ASSIGNMENT|[22]|sobjResult|"common.api.soap.wsdl.DescribeSObjectResult@d9bce2b6"|0x490713fd
07:00:40.0 (65516635)|STATEMENT_EXECUTE|[24]
07:00:40.0 (67412381)|HEAP_ALLOCATE|[24]|Bytes:804
07:00:40.0 (67425050)|VARIABLE_SCOPE_BEGIN|[24]|fieldMap|Map<String,Schema.SObjectField>|true|false
07:00:40.0 (67677686)|VARIABLE_ASSIGNMENT|[24]|fieldMap|"{acceptance_time__c=Acceptance_Time__c, actionable_request__c=Actionable_Request__c, actual_finance_assignee__c=Actual_Finance_Assignee__c, actual_legal_assignee__c=Actual_Legal_Assignee__c, actual_procurement_assignee__c=Actual_Procurement_Assignee__c, actual_requestor__c=Actual_Requestor__c, actual_vendor_governance_assignee__c=Actual_Vendor_Governance_Assignee__c, additional_approval_complete__c=Additional_Approval_Complete__c, additional_approver_1__c=Additional_Approver_1__c, additional_approver_2__c=Additional_Approver_2__c, ...}"|0x34144524
07:00:40.0 (67686745)|STATEMENT_EXECUTE|[26]
07:00:40.0 (67744141)|HEAP_ALLOCATE|[26]|Bytes:4
07:00:40.0 (67781581)|VARIABLE_SCOPE_BEGIN|[26]|fields|List<ANY>|true|false
07:00:40.0 (67809370)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
07:00:40.0 (67835048)|VARIABLE_ASSIGNMENT|[26]|fields|{"s":1,"v":[]}|0x224e312e
07:00:40.0 (67844891)|HEAP_ALLOCATE|[27]|Bytes:4
07:00:40.0 (67947954)|HEAP_ALLOCATE|[27]|Bytes:5217
07:00:40.0 (67986132)|HEAP_ALLOCATE|[27]|Bytes:800
07:00:40.0 (68040805)|HEAP_ALLOCATE|[27]|Bytes:5
07:00:40.0 (68061351)|VARIABLE_SCOPE_BEGIN|[27]|key|String|false|false
07:00:40.0 (68069097)|VARIABLE_ASSIGNMENT|[27]|key|"id"
07:00:40.0 (68072029)|STATEMENT_EXECUTE|[27]
07:00:40.0 (68073530)|STATEMENT_EXECUTE|[28]
07:00:40.0 (68751204)|HEAP_ALLOCATE|[28]|Bytes:8
07:00:40.0 (68784364)|VARIABLE_SCOPE_BEGIN|[28]|descField|Schema.DescribeFieldResult|true|false
07:00:40.0 (68874870)|VARIABLE_ASSIGNMENT|[28]|descField|"common.api.soap.wsdl.Field@ec51f7b3"|0x48d9a98a
07:00:40.0 (68879787)|STATEMENT_EXECUTE|[29]
07:00:40.0 (68888169)|HEAP_ALLOCATE|[29]|Bytes:4
07:00:40.0 (68900957)|VARIABLE_SCOPE_BEGIN|[29]|field|Map<String,ANY>|true|false
07:00:40.0 (68918495)|VARIABLE_ASSIGNMENT|[29]|field|{"s":1,"v":{}}|0x1bcd36fe
07:00:40.0 (68921438)|STATEMENT_EXECUTE|[31]
07:00:40.0 (68925793)|HEAP_ALLOCATE|[31]|Bytes:4
07:00:40.0 (69949643)|HEAP_ALLOCATE|[31]|Bytes:12
07:00:40.0 (70003441)|HEAP_ALLOCATE|[31]|Bytes:2
07:00:40.0 (70029105)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:00:40.0 (70035324)|STATEMENT_EXECUTE|[32]
07:00:40.0 (70039137)|HEAP_ALLOCATE|[32]|Bytes:4
07:00:40.0 (70057845)|HEAP_ALLOCATE|[32]|Bytes:2
07:00:40.0 (70088575)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:00:40.0 (70095715)|STATEMENT_EXECUTE|[33]
07:00:40.0 (70099514)|HEAP_ALLOCATE|[33]|Bytes:5
07:00:40.0 (70115486)|HEAP_ALLOCATE|[33]|Bytes:9
07:00:40.0 (70142808)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:00:40.0 (70149635)|STATEMENT_EXECUTE|[34]
07:00:40.0 (70154265)|HEAP_ALLOCATE|[34]|Bytes:11
07:00:40.0 (70192795)|HEAP_ALLOCATE|[34]|Bytes:5
07:00:40.0 (70198751)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:00:40.0 (70205070)|STATEMENT_EXECUTE|[35]
07:00:40.0 (70208969)|HEAP_ALLOCATE|[35]|Bytes:11
07:00:40.0 (70245737)|HEAP_ALLOCATE|[35]|Bytes:5
07:00:40.0 (70250969)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:00:40.0 (70257159)|STATEMENT_EXECUTE|[36]
07:00:40.0 (70260399)|HEAP_ALLOCATE|[36]|Bytes:4
07:00:40.0 (70296381)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:00:40.0 (70302945)|STATEMENT_EXECUTE|[37]
07:00:40.0 (70306908)|HEAP_ALLOCATE|[37]|Bytes:7
07:00:40.0 (70346803)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:00:40.0 (70374567)|HEAP_ALLOCATE|[40]|Bytes:8
07:00:40.0 (70423691)|STATEMENT_EXECUTE|[40]
07:00:40.0 (70426391)|STATEMENT_EXECUTE|[52]
07:00:40.0 (70430533)|HEAP_ALLOCATE|[52]|Bytes:4
07:00:40.0 (70449490)|VARIABLE_SCOPE_BEGIN|[52]|references|List<String>|true|false
07:00:40.0 (70473004)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
07:00:40.0 (70484963)|VARIABLE_ASSIGNMENT|[52]|references|{"s":1,"v":[]}|0x64600974
07:00:40.0 (70519077)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
07:00:40.0 (70532154)|HEAP_ALLOCATE|[53]|Bytes:4
07:00:40.0 (70583879)|HEAP_ALLOCATE|[53]|Bytes:5
07:00:40.0 (70597454)|VARIABLE_ASSIGNMENT|[53]|t|null|
07:00:40.0 (70600568)|STATEMENT_EXECUTE|[53]
07:00:40.0 (70624339)|STATEMENT_EXECUTE|[56]
07:00:40.0 (70626269)|STATEMENT_EXECUTE|[60]
07:00:40.0 (70649928)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
07:00:40.0 (70664149)|HEAP_ALLOCATE|[27]|Bytes:5
07:00:40.0 (70675734)|VARIABLE_SCOPE_BEGIN|[27]|key|String|false|false
07:00:40.0 (70683250)|VARIABLE_ASSIGNMENT|[27]|key|"ownerid"
07:00:40.0 (70685935)|STATEMENT_EXECUTE|[27]
07:00:40.0 (70687107)|STATEMENT_EXECUTE|[28]
07:00:40.0 (70872096)|HEAP_ALLOCATE|[28]|Bytes:8
07:00:40.0 (70882423)|VARIABLE_SCOPE_BEGIN|[28]|descField|Schema.DescribeFieldResult|true|false
07:00:40.0 (70961932)|VARIABLE_ASSIGNMENT|[28]|descField|"common.api.soap.wsdl.Field@d9a4b3b"|0x4d4dccf8
07:00:40.0 (70966847)|STATEMENT_EXECUTE|[29]
07:00:40.0 (70971264)|HEAP_ALLOCATE|[29]|Bytes:4
07:00:40.0 (70979555)|VARIABLE_SCOPE_BEGIN|[29]|field|Map<String,ANY>|true|false
07:00:40.0 (70993680)|VARIABLE_ASSIGNMENT|[29]|field|{"s":1,"v":{}}|0x2982578c
07:00:40.0 (70996080)|STATEMENT_EXECUTE|[31]
07:00:40.0 (71022999)|HEAP_ALLOCATE|[31]|Bytes:12
07:00:40.0 (71045971)|HEAP_ALLOCATE|[31]|Bytes:9
07:00:40.0 (71060342)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:00:40.0 (71065649)|STATEMENT_EXECUTE|[32]
07:00:40.0 (71073161)|HEAP_ALLOCATE|[32]|Bytes:7
07:00:40.0 (71081508)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:00:40.0 (71085801)|STATEMENT_EXECUTE|[33]
07:00:40.0 (71091545)|HEAP_ALLOCATE|[33]|Bytes:8
07:00:40.0 (71098930)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:00:40.0 (71103063)|STATEMENT_EXECUTE|[34]
07:00:40.0 (71112542)|HEAP_ALLOCATE|[34]|Bytes:5
07:00:40.0 (71116481)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:00:40.0 (71120683)|STATEMENT_EXECUTE|[35]
07:00:40.0 (71128850)|HEAP_ALLOCATE|[35]|Bytes:5
07:00:40.0 (71132254)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:00:40.0 (71136329)|STATEMENT_EXECUTE|[36]
07:00:40.0 (71144086)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:00:40.0 (71147930)|STATEMENT_EXECUTE|[37]
07:00:40.0 (71157888)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:00:40.0 (71178586)|STATEMENT_EXECUTE|[40]
07:00:40.0 (71180325)|STATEMENT_EXECUTE|[52]
07:00:40.0 (71183629)|HEAP_ALLOCATE|[52]|Bytes:4
