38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
07:34:04.0 (80145)|USER_INFO|[EXTERNAL]|005m0000002GNhO|dscruggs@salesforce.com.rfadev13|Pacific Standard Time|GMT-07:00
07:34:04.0 (112933)|EXECUTION_STARTED
07:34:04.0 (118846)|CODE_UNIT_STARTED|[EXTERNAL]|aura
07:34:04.0 (578454)|HEAP_ALLOCATE|[72]|Bytes:3
07:34:04.0 (629225)|HEAP_ALLOCATE|[77]|Bytes:152
07:34:04.0 (643496)|HEAP_ALLOCATE|[342]|Bytes:408
07:34:04.0 (658040)|HEAP_ALLOCATE|[355]|Bytes:408
07:34:04.0 (671672)|HEAP_ALLOCATE|[467]|Bytes:48
07:34:04.0 (697904)|HEAP_ALLOCATE|[139]|Bytes:6
07:34:04.0 (722260)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
07:34:04.0 (737425)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
07:34:04.0 (2610568)|CODE_UNIT_STARTED|[EXTERNAL]|01pm0000000EXpe|PowerRelatedListCtrl.describe
07:34:04.0 (2704831)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
07:34:04.0 (2710641)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:21
07:34:04.0 (2713122)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:27
07:34:04.0 (2723170)|METHOD_ENTRY|[1]|01pm0000000EXpe|PowerRelatedListCtrl.PowerRelatedListCtrl()
07:34:04.0 (2726952)|STATEMENT_EXECUTE|[1]
07:34:04.0 (2731239)|STATEMENT_EXECUTE|[1]
07:34:04.0 (2768319)|HEAP_ALLOCATE|[50]|Bytes:5
07:34:04.0 (2792605)|HEAP_ALLOCATE|[56]|Bytes:5
07:34:04.0 (2800954)|HEAP_ALLOCATE|[64]|Bytes:7
07:34:04.0 (2824889)|SYSTEM_MODE_ENTER|false
07:34:04.0 (2846762)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
07:34:04.0 (2851293)|STATEMENT_EXECUTE|[219]
07:34:04.0 (2856979)|SYSTEM_MODE_EXIT|false
07:34:04.0 (2864930)|METHOD_EXIT|[1]|PowerRelatedListCtrl
07:34:04.0 (2869039)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
07:34:04.0 (2874579)|SYSTEM_MODE_ENTER|false
07:34:04.0 (2885882)|VARIABLE_SCOPE_BEGIN|[16]|objtype|String|false|false
07:34:04.0 (2911049)|VARIABLE_ASSIGNMENT|[16]|objtype|"ITPR__c"
07:34:04.0 (2926146)|HEAP_ALLOCATE|[17]|Bytes:5
07:34:04.0 (2929998)|STATEMENT_EXECUTE|[16]
07:34:04.0 (2931219)|STATEMENT_EXECUTE|[17]
07:34:04.0 (61051920)|HEAP_ALLOCATE|[17]|Bytes:2148
07:34:04.0 (61097764)|VARIABLE_SCOPE_BEGIN|[17]|targetType|Schema.SObjectType|true|false
