38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
07:25:45.0 (91863)|USER_INFO|[EXTERNAL]|005m0000002GNhO|dscruggs@salesforce.com.rfadev13|Pacific Standard Time|GMT-07:00
07:25:45.0 (130293)|EXECUTION_STARTED
07:25:45.0 (141418)|CODE_UNIT_STARTED|[EXTERNAL]|aura
07:25:45.0 (648118)|HEAP_ALLOCATE|[72]|Bytes:3
07:25:45.0 (717264)|HEAP_ALLOCATE|[77]|Bytes:152
07:25:45.0 (737460)|HEAP_ALLOCATE|[342]|Bytes:408
07:25:45.0 (755709)|HEAP_ALLOCATE|[355]|Bytes:408
07:25:45.0 (772909)|HEAP_ALLOCATE|[467]|Bytes:48
07:25:45.0 (802476)|HEAP_ALLOCATE|[139]|Bytes:6
07:25:45.0 (830541)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
07:25:45.0 (848998)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
07:25:45.0 (4000997)|CODE_UNIT_STARTED|[EXTERNAL]|01pm0000000EXpe|PowerRelatedListCtrl.describe
07:25:45.0 (4092592)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
07:25:45.0 (4098243)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:21
07:25:45.0 (4100550)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:27
07:25:45.0 (4111359)|METHOD_ENTRY|[1]|01pm0000000EXpe|PowerRelatedListCtrl.PowerRelatedListCtrl()
07:25:45.0 (4114683)|STATEMENT_EXECUTE|[1]
07:25:45.0 (4120270)|STATEMENT_EXECUTE|[1]
07:25:45.0 (4159512)|HEAP_ALLOCATE|[50]|Bytes:5
07:25:45.0 (4188882)|HEAP_ALLOCATE|[56]|Bytes:5
07:25:45.0 (4198341)|HEAP_ALLOCATE|[64]|Bytes:7
07:25:45.0 (4225784)|SYSTEM_MODE_ENTER|false
07:25:45.0 (4249195)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
07:25:45.0 (4253946)|STATEMENT_EXECUTE|[219]
07:25:45.0 (4261525)|SYSTEM_MODE_EXIT|false
07:25:45.0 (4270121)|METHOD_EXIT|[1]|PowerRelatedListCtrl
07:25:45.0 (4274998)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
07:25:45.0 (4280733)|SYSTEM_MODE_ENTER|false
07:25:45.0 (4287880)|VARIABLE_SCOPE_BEGIN|[16]|objtype|String|false|false
07:25:45.0 (4326295)|VARIABLE_ASSIGNMENT|[16]|objtype|"ITPR__c"
07:25:45.0 (4343205)|HEAP_ALLOCATE|[17]|Bytes:5
07:25:45.0 (4347736)|STATEMENT_EXECUTE|[16]
07:25:45.0 (4349163)|STATEMENT_EXECUTE|[17]
07:25:45.0 (24187397)|HEAP_ALLOCATE|[17]|Bytes:2148
07:25:45.0 (24272399)|VARIABLE_SCOPE_BEGIN|[17]|targetType|Schema.SObjectType|true|false
07:25:45.0 (24494504)|VARIABLE_ASSIGNMENT|[17]|targetType|"common.apex.runtime.impl.ApexSObjectTypeToken@42e61e11"|0x42e61e11
07:25:45.0 (24504357)|STATEMENT_EXECUTE|[18]
07:25:45.0 (24507316)|STATEMENT_EXECUTE|[22]
07:25:45.0 (24989700)|HEAP_ALLOCATE|[22]|Bytes:4
07:25:45.0 (25048088)|VARIABLE_SCOPE_BEGIN|[22]|sobjResult|Schema.DescribeSObjectResult|true|false
07:25:45.0 (25155573)|VARIABLE_ASSIGNMENT|[22]|sobjResult|"common.api.soap.wsdl.DescribeSObjectResult@d9bce2b6"|0x491aab4f
07:25:45.0 (25161863)|STATEMENT_EXECUTE|[24]
07:25:45.0 (28487992)|HEAP_ALLOCATE|[24]|Bytes:804
07:25:45.0 (28505081)|VARIABLE_SCOPE_BEGIN|[24]|fieldMap|Map<String,Schema.SObjectField>|true|false
07:25:45.0 (28879686)|VARIABLE_ASSIGNMENT|[24]|fieldMap|"{acceptance_time__c=Acceptance_Time__c, actionable_request__c=Actionable_Request__c, actual_finance_assignee__c=Actual_Finance_Assignee__c, actual_legal_assignee__c=Actual_Legal_Assignee__c, actual_procurement_assignee__c=Actual_Procurement_Assignee__c, actual_requestor__c=Actual_Requestor__c, actual_vendor_governance_assignee__c=Actual_Vendor_Governance_Assignee__c, additional_approval_complete__c=Additional_Approval_Complete__c, additional_approver_1__c=Additional_Approver_1__c, additional_approver_2__c=Additional_Approver_2__c, ...}"|0x3ebb5b71
07:25:45.0 (28890077)|STATEMENT_EXECUTE|[26]
