38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
07:04:04.0 (510954)|USER_INFO|[EXTERNAL]|005m0000002GNhO|dscruggs@salesforce.com.rfadev13|Pacific Standard Time|GMT-07:00
07:04:04.0 (550765)|EXECUTION_STARTED
07:04:04.0 (556854)|CODE_UNIT_STARTED|[EXTERNAL]|aura
07:04:04.0 (1042370)|HEAP_ALLOCATE|[72]|Bytes:3
07:04:04.0 (1104823)|HEAP_ALLOCATE|[77]|Bytes:152
07:04:04.0 (1125170)|HEAP_ALLOCATE|[342]|Bytes:408
07:04:04.0 (1142851)|HEAP_ALLOCATE|[355]|Bytes:408
07:04:04.0 (1160826)|HEAP_ALLOCATE|[467]|Bytes:48
07:04:04.0 (1191987)|HEAP_ALLOCATE|[139]|Bytes:6
07:04:04.0 (1223193)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
07:04:04.0 (1242558)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
07:04:04.0 (3174695)|CODE_UNIT_STARTED|[EXTERNAL]|01pm0000000EXpe|PowerRelatedListCtrl.describe
07:04:04.0 (3290344)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
07:04:04.0 (3300648)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:21
07:04:04.0 (3303514)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:27
07:04:04.0 (3313229)|METHOD_ENTRY|[1]|01pm0000000EXpe|PowerRelatedListCtrl.PowerRelatedListCtrl()
07:04:04.0 (3317355)|STATEMENT_EXECUTE|[1]
07:04:04.0 (3321620)|STATEMENT_EXECUTE|[1]
07:04:04.0 (3360225)|HEAP_ALLOCATE|[50]|Bytes:5
07:04:04.0 (3384609)|HEAP_ALLOCATE|[56]|Bytes:5
07:04:04.0 (3393169)|HEAP_ALLOCATE|[64]|Bytes:7
07:04:04.0 (3417710)|SYSTEM_MODE_ENTER|false
07:04:04.0 (3440766)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
07:04:04.0 (3445593)|STATEMENT_EXECUTE|[219]
07:04:04.0 (3449934)|SYSTEM_MODE_EXIT|false
07:04:04.0 (3456936)|METHOD_EXIT|[1]|PowerRelatedListCtrl
07:04:04.0 (3461394)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
07:04:04.0 (3466630)|SYSTEM_MODE_ENTER|false
07:04:04.0 (3479409)|VARIABLE_SCOPE_BEGIN|[16]|objtype|String|false|false
07:04:04.0 (3512531)|VARIABLE_ASSIGNMENT|[16]|objtype|"ITPR__c"
07:04:04.0 (3526949)|HEAP_ALLOCATE|[17]|Bytes:5
07:04:04.0 (3531522)|STATEMENT_EXECUTE|[16]
07:04:04.0 (3532980)|STATEMENT_EXECUTE|[17]
07:04:04.0 (394743706)|HEAP_ALLOCATE|[17]|Bytes:2148
07:04:04.0 (394813566)|VARIABLE_SCOPE_BEGIN|[17]|targetType|Schema.SObjectType|true|false
07:04:04.0 (395015715)|VARIABLE_ASSIGNMENT|[17]|targetType|"common.apex.runtime.impl.ApexSObjectTypeToken@47e77f96"|0x47e77f96
07:04:04.0 (395024214)|STATEMENT_EXECUTE|[18]
07:04:04.0 (395026064)|STATEMENT_EXECUTE|[22]
07:04:04.0 (395435374)|HEAP_ALLOCATE|[22]|Bytes:4
07:04:04.0 (395479367)|VARIABLE_SCOPE_BEGIN|[22]|sobjResult|Schema.DescribeSObjectResult|true|false
07:04:04.0 (395557232)|VARIABLE_ASSIGNMENT|[22]|sobjResult|"common.api.soap.wsdl.DescribeSObjectResult@d9bce2b6"|0x6780cfe2
07:04:04.0 (395562032)|STATEMENT_EXECUTE|[24]
07:04:04.0 (402395320)|HEAP_ALLOCATE|[24]|Bytes:804
07:04:04.0 (402408554)|VARIABLE_SCOPE_BEGIN|[24]|fieldMap|Map<String,Schema.SObjectField>|true|false
07:04:04.0 (402670132)|VARIABLE_ASSIGNMENT|[24]|fieldMap|"{acceptance_time__c=Acceptance_Time__c, actionable_request__c=Actionable_Request__c, actual_finance_assignee__c=Actual_Finance_Assignee__c, actual_legal_assignee__c=Actual_Legal_Assignee__c, actual_procurement_assignee__c=Actual_Procurement_Assignee__c, actual_requestor__c=Actual_Requestor__c, actual_vendor_governance_assignee__c=Actual_Vendor_Governance_Assignee__c, additional_approval_complete__c=Additional_Approval_Complete__c, additional_approver_1__c=Additional_Approver_1__c, additional_approver_2__c=Additional_Approver_2__c, ...}"|0xc9321a2
07:04:04.0 (402682109)|STATEMENT_EXECUTE|[26]
07:04:04.0 (402734615)|HEAP_ALLOCATE|[26]|Bytes:4
07:04:04.0 (402788636)|VARIABLE_SCOPE_BEGIN|[26]|fields|List<ANY>|true|false
07:04:04.0 (402838771)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
07:04:04.0 (402866077)|VARIABLE_ASSIGNMENT|[26]|fields|{"s":1,"v":[]}|0x3551191d
07:04:04.0 (402880126)|HEAP_ALLOCATE|[27]|Bytes:4
07:04:04.0 (403017685)|HEAP_ALLOCATE|[27]|Bytes:5217
07:04:04.0 (403083403)|HEAP_ALLOCATE|[27]|Bytes:800
07:04:04.0 (403170502)|HEAP_ALLOCATE|[27]|Bytes:5
07:04:04.0 (403204741)|VARIABLE_SCOPE_BEGIN|[27]|key|String|false|false
07:04:04.0 (403216673)|VARIABLE_ASSIGNMENT|[27]|key|"id"
07:04:04.0 (403221772)|STATEMENT_EXECUTE|[27]
07:04:04.0 (403224075)|STATEMENT_EXECUTE|[28]
07:04:04.0 (403858838)|HEAP_ALLOCATE|[28]|Bytes:8
07:04:04.0 (403893386)|VARIABLE_SCOPE_BEGIN|[28]|descField|Schema.DescribeFieldResult|true|false
07:04:04.0 (403982935)|VARIABLE_ASSIGNMENT|[28]|descField|"common.api.soap.wsdl.Field@ec51f7b3"|0x4b2cee52
07:04:04.0 (403987531)|STATEMENT_EXECUTE|[29]
07:04:04.0 (403996931)|HEAP_ALLOCATE|[29]|Bytes:4
07:04:04.0 (404010236)|VARIABLE_SCOPE_BEGIN|[29]|field|Map<String,ANY>|true|false
07:04:04.0 (404031047)|VARIABLE_ASSIGNMENT|[29]|field|{"s":1,"v":{}}|0x76089fdb
07:04:04.0 (404034107)|STATEMENT_EXECUTE|[31]
07:04:04.0 (404038760)|HEAP_ALLOCATE|[31]|Bytes:4
07:04:04.0 (405139351)|HEAP_ALLOCATE|[31]|Bytes:12
07:04:04.0 (405197391)|HEAP_ALLOCATE|[31]|Bytes:2
07:04:04.0 (405228034)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:04:04.0 (405234950)|STATEMENT_EXECUTE|[32]
07:04:04.0 (405238237)|HEAP_ALLOCATE|[32]|Bytes:4
07:04:04.0 (405258152)|HEAP_ALLOCATE|[32]|Bytes:2
07:04:04.0 (405290150)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:04:04.0 (405301716)|STATEMENT_EXECUTE|[33]
07:04:04.0 (405305468)|HEAP_ALLOCATE|[33]|Bytes:5
07:04:04.0 (405322679)|HEAP_ALLOCATE|[33]|Bytes:9
07:04:04.0 (405352174)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:04:04.0 (405358910)|STATEMENT_EXECUTE|[34]
07:04:04.0 (405365149)|HEAP_ALLOCATE|[34]|Bytes:11
07:04:04.0 (405408520)|HEAP_ALLOCATE|[34]|Bytes:5
07:04:04.0 (405414359)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:04:04.0 (405420650)|STATEMENT_EXECUTE|[35]
07:04:04.0 (405424209)|HEAP_ALLOCATE|[35]|Bytes:11
07:04:04.0 (405463077)|HEAP_ALLOCATE|[35]|Bytes:5
07:04:04.0 (405468279)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:04:04.0 (405474790)|STATEMENT_EXECUTE|[36]
07:04:04.0 (405477728)|HEAP_ALLOCATE|[36]|Bytes:4
07:04:04.0 (405516155)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:04:04.0 (405522757)|STATEMENT_EXECUTE|[37]
07:04:04.0 (405526099)|HEAP_ALLOCATE|[37]|Bytes:7
07:04:04.0 (405568892)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:04:04.0 (405596579)|HEAP_ALLOCATE|[40]|Bytes:8
07:04:04.0 (405648927)|STATEMENT_EXECUTE|[40]
07:04:04.0 (405651076)|STATEMENT_EXECUTE|[52]
07:04:04.0 (405655197)|HEAP_ALLOCATE|[52]|Bytes:4
07:04:04.0 (405673126)|VARIABLE_SCOPE_BEGIN|[52]|references|List<String>|true|false
07:04:04.0 (405695780)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
07:04:04.0 (405707882)|VARIABLE_ASSIGNMENT|[52]|references|{"s":1,"v":[]}|0x12ad2b8f
07:04:04.0 (405746970)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
07:04:04.0 (405764712)|HEAP_ALLOCATE|[53]|Bytes:4
07:04:04.0 (405823394)|HEAP_ALLOCATE|[53]|Bytes:5
07:04:04.0 (405837726)|VARIABLE_ASSIGNMENT|[53]|t|null|
07:04:04.0 (405841315)|STATEMENT_EXECUTE|[53]
07:04:04.0 (405865258)|STATEMENT_EXECUTE|[56]
07:04:04.0 (405867333)|STATEMENT_EXECUTE|[60]
07:04:04.0 (405893261)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
07:04:04.0 (405906730)|HEAP_ALLOCATE|[27]|Bytes:5
07:04:04.0 (405918051)|VARIABLE_SCOPE_BEGIN|[27]|key|String|false|false
07:04:04.0 (405925463)|VARIABLE_ASSIGNMENT|[27]|key|"ownerid"
07:04:04.0 (405928092)|STATEMENT_EXECUTE|[27]
07:04:04.0 (405929132)|STATEMENT_EXECUTE|[28]
07:04:04.0 (406141101)|HEAP_ALLOCATE|[28]|Bytes:8
07:04:04.0 (406152667)|VARIABLE_SCOPE_BEGIN|[28]|descField|Schema.DescribeFieldResult|true|false
07:04:04.0 (406249628)|VARIABLE_ASSIGNMENT|[28]|descField|"common.api.soap.wsdl.Field@d9a4b3b"|0x75ac88a9
07:04:04.0 (406254112)|STATEMENT_EXECUTE|[29]
07:04:04.0 (406258278)|HEAP_ALLOCATE|[29]|Bytes:4
07:04:04.0 (406266192)|VARIABLE_SCOPE_BEGIN|[29]|field|Map<String,ANY>|true|false
07:04:04.0 (406279785)|VARIABLE_ASSIGNMENT|[29]|field|{"s":1,"v":{}}|0xe2624c0
07:04:04.0 (406282770)|STATEMENT_EXECUTE|[31]
07:04:04.0 (406316139)|HEAP_ALLOCATE|[31]|Bytes:12
07:04:04.0 (406338673)|HEAP_ALLOCATE|[31]|Bytes:9
07:04:04.0 (406353997)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:04:04.0 (406359083)|STATEMENT_EXECUTE|[32]
07:04:04.0 (406367955)|HEAP_ALLOCATE|[32]|Bytes:7
07:04:04.0 (406379666)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:04:04.0 (406384067)|STATEMENT_EXECUTE|[33]
07:04:04.0 (406389739)|HEAP_ALLOCATE|[33]|Bytes:8
07:04:04.0 (406396555)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:04:04.0 (406400398)|STATEMENT_EXECUTE|[34]
07:04:04.0 (406409602)|HEAP_ALLOCATE|[34]|Bytes:5
07:04:04.0 (406413376)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:04:04.0 (406417338)|STATEMENT_EXECUTE|[35]
07:04:04.0 (406424754)|HEAP_ALLOCATE|[35]|Bytes:5
07:04:04.0 (406427883)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:04:04.0 (406431699)|STATEMENT_EXECUTE|[36]
07:04:04.0 (406439058)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:04:04.0 (406442653)|STATEMENT_EXECUTE|[37]
07:04:04.0 (406449517)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
07:04:04.0 (406469027)|STATEMENT_EXECUTE|[40]
07:04:04.0 (406470718)|STATEMENT_EXECUTE|[52]
07:04:04.0 (406473945)|HEAP_ALLOCATE|[52]|Bytes:4
07:04:04.0 (406483827)|VARIABLE_SCOPE_BEGIN|[52]|references|List<String>|true|false
07:04:04.0 (406498373)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
07:04:04.0 (406509107)|VARIABLE_ASSIGNMENT|[52]|references|{"s":1,"v":[]}|0x4591b046
07:04:04.0 (406528647)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
07:04:04.0 (406538255)|HEAP_ALLOCATE|[53]|Bytes:12
07:04:04.0 (406557480)|HEAP_ALLOCATE|[53]|Bytes:5
07:04:04.0 (406573546)|VARIABLE_SCOPE_BEGIN|[53]|t|Schema.SObjectType|true|false
07:04:04.0 (406628691)|VARIABLE_ASSIGNMENT|[53]|t|"common.apex.runtime.impl.ApexSObjectTypeToken@7b54d99f"|0x7b54d99f
07:04:04.0 (406633429)|STATEMENT_EXECUTE|[53]
07:04:04.0 (406634527)|STATEMENT_EXECUTE|[54]
07:04:04.0 (406750589)|HEAP_ALLOCATE|[54]|Bytes:4
07:04:04.0 (406774002)|HEAP_ALLOCATE|[54]|Bytes:5
07:04:04.0 (406785273)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
07:04:04.0 (406796768)|HEAP_ALLOCATE|[53]|Bytes:5
