38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
07:03:27.0 (477314)|USER_INFO|[EXTERNAL]|005m0000002GNhO|dscruggs@salesforce.com.rfadev13|Pacific Standard Time|GMT-07:00
07:03:27.0 (516722)|EXECUTION_STARTED
07:03:27.0 (523759)|CODE_UNIT_STARTED|[EXTERNAL]|aura
07:03:27.0 (1012057)|HEAP_ALLOCATE|[72]|Bytes:3
07:03:27.0 (1084973)|HEAP_ALLOCATE|[77]|Bytes:152
07:03:27.0 (1102452)|HEAP_ALLOCATE|[342]|Bytes:408
07:03:27.0 (1118588)|HEAP_ALLOCATE|[355]|Bytes:408
07:03:27.0 (1133454)|HEAP_ALLOCATE|[467]|Bytes:48
07:03:27.0 (1162616)|HEAP_ALLOCATE|[139]|Bytes:6
07:03:27.0 (1189301)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
07:03:27.0 (1265361)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
07:03:27.0 (4146413)|CODE_UNIT_STARTED|[EXTERNAL]|01pm0000000EXpe|PowerRelatedListCtrl.describe
07:03:27.0 (4251971)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
07:03:27.0 (4257932)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:21
07:03:27.0 (4260494)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:27
07:03:27.0 (4271594)|METHOD_ENTRY|[1]|01pm0000000EXpe|PowerRelatedListCtrl.PowerRelatedListCtrl()
07:03:27.0 (4276083)|STATEMENT_EXECUTE|[1]
07:03:27.0 (4282176)|STATEMENT_EXECUTE|[1]
07:03:27.0 (4322457)|HEAP_ALLOCATE|[50]|Bytes:5
07:03:27.0 (4353330)|HEAP_ALLOCATE|[56]|Bytes:5
07:03:27.0 (4363188)|HEAP_ALLOCATE|[64]|Bytes:7
07:03:27.0 (4389847)|SYSTEM_MODE_ENTER|false
07:03:27.0 (4415334)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
07:03:27.0 (4420373)|STATEMENT_EXECUTE|[219]
07:03:27.0 (4427445)|SYSTEM_MODE_EXIT|false
07:03:27.0 (4435736)|METHOD_EXIT|[1]|PowerRelatedListCtrl
07:03:27.0 (4440038)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
07:03:27.0 (4446143)|SYSTEM_MODE_ENTER|false
07:03:27.0 (4458329)|VARIABLE_SCOPE_BEGIN|[16]|objtype|String|false|false
07:03:27.0 (4487678)|VARIABLE_ASSIGNMENT|[16]|objtype|"ITPR__c"
07:03:27.0 (4504935)|HEAP_ALLOCATE|[17]|Bytes:5
07:03:27.0 (4509183)|STATEMENT_EXECUTE|[16]
07:03:27.0 (4510669)|STATEMENT_EXECUTE|[17]
07:03:27.0 (60753040)|HEAP_ALLOCATE|[17]|Bytes:2148
07:03:27.0 (60832688)|VARIABLE_SCOPE_BEGIN|[17]|targetType|Schema.SObjectType|true|false
07:03:27.0 (60966521)|VARIABLE_ASSIGNMENT|[17]|targetType|"common.apex.runtime.impl.ApexSObjectTypeToken@7f4f29d3"|0x7f4f29d3
07:03:27.0 (60975366)|STATEMENT_EXECUTE|[18]
07:03:27.0 (60977852)|STATEMENT_EXECUTE|[22]
07:03:27.0 (61451442)|HEAP_ALLOCATE|[22]|Bytes:4
07:03:27.0 (61497805)|VARIABLE_SCOPE_BEGIN|[22]|sobjResult|Schema.DescribeSObjectResult|true|false
