38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
07:37:04.0 (444704)|USER_INFO|[EXTERNAL]|005m0000002GNhO|dscruggs@salesforce.com.rfadev13|Pacific Standard Time|GMT-07:00
07:37:04.0 (480755)|EXECUTION_STARTED
07:37:04.0 (486038)|CODE_UNIT_STARTED|[EXTERNAL]|aura
07:37:04.0 (1000775)|HEAP_ALLOCATE|[72]|Bytes:3
07:37:04.0 (1064669)|HEAP_ALLOCATE|[77]|Bytes:152
07:37:04.0 (1081121)|HEAP_ALLOCATE|[342]|Bytes:408
07:37:04.0 (1098044)|HEAP_ALLOCATE|[355]|Bytes:408
07:37:04.0 (1113934)|HEAP_ALLOCATE|[467]|Bytes:48
07:37:04.0 (1142944)|HEAP_ALLOCATE|[139]|Bytes:6
07:37:04.0 (1169896)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
07:37:04.0 (1187874)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
07:37:04.0 (4968801)|CODE_UNIT_STARTED|[EXTERNAL]|01pm0000000EXpe|PowerRelatedListCtrl.describe
07:37:04.0 (5068928)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
07:37:04.0 (5075765)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:21
07:37:04.0 (5078349)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:27
07:37:04.0 (5087509)|METHOD_ENTRY|[1]|01pm0000000EXpe|PowerRelatedListCtrl.PowerRelatedListCtrl()
07:37:04.0 (5091576)|STATEMENT_EXECUTE|[1]
07:37:04.0 (5096479)|STATEMENT_EXECUTE|[1]
07:37:04.0 (5136823)|HEAP_ALLOCATE|[50]|Bytes:5
07:37:04.0 (5163738)|HEAP_ALLOCATE|[56]|Bytes:5
07:37:04.0 (5172554)|HEAP_ALLOCATE|[64]|Bytes:7
07:37:04.0 (5196902)|SYSTEM_MODE_ENTER|false
07:37:04.0 (5222963)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
07:37:04.0 (5227355)|STATEMENT_EXECUTE|[219]
07:37:04.0 (5232542)|SYSTEM_MODE_EXIT|false
07:37:04.0 (5240216)|METHOD_EXIT|[1]|PowerRelatedListCtrl
07:37:04.0 (5244832)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
07:37:04.0 (5250593)|SYSTEM_MODE_ENTER|false
07:37:04.0 (5258086)|VARIABLE_SCOPE_BEGIN|[16]|objtype|String|false|false
07:37:04.0 (5292061)|VARIABLE_ASSIGNMENT|[16]|objtype|"ITPR__c"
07:37:04.0 (5307821)|HEAP_ALLOCATE|[17]|Bytes:5
07:37:04.0 (5311960)|STATEMENT_EXECUTE|[16]
07:37:04.0 (5313376)|STATEMENT_EXECUTE|[17]
07:37:04.0 (56301503)|HEAP_ALLOCATE|[17]|Bytes:2148
07:37:04.0 (56374382)|VARIABLE_SCOPE_BEGIN|[17]|targetType|Schema.SObjectType|true|false
07:37:04.0 (56509660)|VARIABLE_ASSIGNMENT|[17]|targetType|"common.apex.runtime.impl.ApexSObjectTypeToken@1b50a1f5"|0x1b50a1f5
07:37:04.0 (56517988)|STATEMENT_EXECUTE|[18]
07:37:04.0 (56520356)|STATEMENT_EXECUTE|[22]
07:37:04.0 (56979241)|HEAP_ALLOCATE|[22]|Bytes:4
07:37:04.0 (57025876)|VARIABLE_SCOPE_BEGIN|[22]|sobjResult|Schema.DescribeSObjectResult|true|false
07:37:04.0 (57107610)|VARIABLE_ASSIGNMENT|[22]|sobjResult|"common.api.soap.wsdl.DescribeSObjectResult@d9bce2b6"|0x66df017e
07:37:04.0 (57112525)|STATEMENT_EXECUTE|[24]
07:37:04.0 (59072636)|HEAP_ALLOCATE|[24]|Bytes:804
07:37:04.0 (59085896)|VARIABLE_SCOPE_BEGIN|[24]|fieldMap|Map<String,Schema.SObjectField>|true|false
07:37:04.0 (59333630)|VARIABLE_ASSIGNMENT|[24]|fieldMap|"{acceptance_time__c=Acceptance_Time__c, actionable_request__c=Actionable_Request__c, actual_finance_assignee__c=Actual_Finance_Assignee__c, actual_legal_assignee__c=Actual_Legal_Assignee__c, actual_procurement_assignee__c=Actual_Procurement_Assignee__c, actual_requestor__c=Actual_Requestor__c, actual_vendor_governance_assignee__c=Actual_Vendor_Governance_Assignee__c, additional_approval_complete__c=Additional_Approval_Complete__c, additional_approver_1__c=Additional_Approver_1__c, additional_approver_2__c=Additional_Approver_2__c, ...}"|0x5f5e4e76
07:37:04.0 (59342775)|STATEMENT_EXECUTE|[26]
07:37:04.0 (59407038)|HEAP_ALLOCATE|[26]|Bytes:4
07:37:04.0 (59448505)|VARIABLE_SCOPE_BEGIN|[26]|fields|List<ANY>|true|false
07:37:04.0 (59476919)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
07:37:04.0 (59498674)|VARIABLE_ASSIGNMENT|[26]|fields|{"s":1,"v":[]}|0x627e7e5e
07:37:04.0 (59508509)|HEAP_ALLOCATE|[27]|Bytes:4
07:37:04.0 (59615368)|HEAP_ALLOCATE|[27]|Bytes:5217
07:37:04.0 (59657543)|HEAP_ALLOCATE|[27]|Bytes:800
07:37:04.0 (59721301)|HEAP_ALLOCATE|[27]|Bytes:5
07:37:04.0 (59745683)|VARIABLE_SCOPE_BEGIN|[27]|key|String|false|false
